ID_CLIENTE_RAW,NOMBRE_COMPLETO_TXT,UBICACION_CIUDAD,EDAD_USUARIO,ID_TX,ID_CLI,FECHA,CAT,MTO
12,Sofía Rojas,Concepción,18.0,1744.0,12.0,2025-07-15,Electrónica,3269.442264004799
12,Sofía Rojas,Concepción,18.0,1783.0,12.0,2025-11-09,Hogar,9274.027058903363
13,Ana Soto,Antofagasta,35.43271912157355,429.0,13.0,2025-03-27,Hogar,4065.888215999691
13,Ana Soto,Antofagasta,35.43271912157355,454.0,13.0,2025-07-04,Moda,1935.875543118507
13,Ana Soto,Antofagasta,35.43271912157355,1180.0,13.0,2025-10-17,Electrónica,4050.479356838323
13,Ana Soto,Antofagasta,35.43271912157355,1399.0,13.0,2025-12-13,Hogar,3622.450193054995
14,Benjamín Rojas,,34.94440433330786,,,,,
15,Ignacio Silva,Santiago,47.54638729747616,830.0,15.0,2025-11-01,Hogar,5831.914476736698
15,Ignacio Silva,Santiago,47.54638729747616,1300.0,15.0,2025-03-10,Moda,4311.516371483907
15,Ignacio Silva,Santiago,47.54638729747616,1493.0,15.0,2025-08-08,Moda,7395.524780666963
15,Ignacio Silva,Santiago,47.54638729747616,1590.0,15.0,2025-02-01,Electrónica,4494.610814727799
16,Ana Díaz,Valparaíso,49.251612712653454,138.0,16.0,2025-12-07,Electrónica,5270.827850947056
16,Ana Díaz,Valparaíso,49.251612712653454,385.0,16.0,2025-10-12,Hogar,7007.721895991095
16,Ana Díaz,Valparaíso,49.251612712653454,1536.0,16.0,2025-11-20,Moda,3078.648171281477
16,Ana Díaz,Valparaíso,49.251612712653454,1869.0,16.0,2025-09-29,Deportes,4595.83436689907
16,Ana Díaz,Valparaíso,49.251612712653454,1944.0,16.0,2025-01-11,,3876.138757338939
17,Daniela Soto,Santiago,37.433300579028405,787.0,17.0,2025-09-08,Deportes,6478.361047849669
18,Daniela Silva,Santiago,28.9956670712372,147.0,18.0,2025-10-15,Moda,2518.449801839081
18,Daniela Silva,Santiago,28.9956670712372,663.0,18.0,2025-10-24,Hogar,7254.261254776428
18,Daniela Silva,Santiago,28.9956670712372,1446.0,18.0,2025-04-11,Deportes,5865.16534025582
18,Daniela Silva,Santiago,28.9956670712372,1683.0,18.0,2025-10-01,Deportes,8533.415533344596
19,Camila Soto,La Serena,40.82193335054885,117.0,19.0,2025-01-14,Hogar,2848.157363876394
19,Camila Soto,La Serena,40.82193335054885,328.0,19.0,2025-10-18,Moda,7778.89352794193
19,Camila Soto,La Serena,40.82193335054885,844.0,19.0,2025-06-30,Moda,6288.87940921586
19,Camila Soto,La Serena,40.82193335054885,970.0,19.0,2025-05-07,Moda,3814.994539793685
19,Camila Soto,La Serena,40.82193335054885,1266.0,19.0,2025-05-05,Hogar,8848.357241183268
19,Camila Soto,La Serena,40.82193335054885,1909.0,19.0,2025-10-08,Electrónica,9645.887253989562
20,Lucas Soto,Valparaíso,28.66498835210824,,,,,
21,Sofía Díaz,Valparaíso,34.983288182679814,250.0,21.0,2025-07-21,Moda,7704.313712640227
21,Sofía Díaz,Valparaíso,34.983288182679814,870.0,21.0,2025-10-05,Deportes,5018.380196963737
21,Sofía Díaz,Valparaíso,34.983288182679814,1019.0,21.0,2025-05-21,Hogar,3958.345675011186
21,Sofía Díaz,Valparaíso,34.983288182679814,1099.0,21.0,2025-10-12,Moda,4850.73054698376
21,Sofía Díaz,Valparaíso,34.983288182679814,1240.0,21.0,2025-12-02,Hogar,4773.675286087843
21,Sofía Díaz,Valparaíso,34.983288182679814,1452.0,21.0,2025-11-26,Electrónica,6641.266336872387
22,Daniela González,Santiago,46.83363580352921,56.0,22.0,2025-08-10,Deportes,3015.064176392505
22,Daniela González,Santiago,46.83363580352921,562.0,22.0,2025-08-12,Deportes,5022.014105470251
22,Daniela González,Santiago,46.83363580352921,817.0,22.0,2025-04-24,Electrónica,6297.301806982339
22,Daniela González,Santiago,46.83363580352921,902.0,22.0,2025-03-11,Hogar,4879.442502376543
22,Daniela González,Santiago,46.83363580352921,1871.0,22.0,2025-11-30,Hogar,4513.661373964509
23,Lucas Díaz,Santiago,28.30674384812692,352.0,23.0,2025-03-29,Deportes,10843.76635996291
23,Lucas Díaz,Santiago,28.30674384812692,397.0,23.0,2025-01-19,Moda,6411.405012827355
23,Lucas Díaz,Santiago,28.30674384812692,811.0,23.0,2025-06-19,Hogar,3787.933360450778
23,Lucas Díaz,Santiago,28.30674384812692,1110.0,23.0,2025-09-24,Moda,4452.258977905384
23,Lucas Díaz,Santiago,28.30674384812692,1806.0,23.0,2025-02-22,Electrónica,4186.182960094126
24,Camila Muñoz,Antofagasta,44.66814367091001,1463.0,24.0,2025-02-16,Moda,7295.109993930728
24,Camila Muñoz,Antofagasta,44.66814367091001,1526.0,24.0,2025-10-03,Hogar,4095.393856155153
24,Camila Muñoz,Antofagasta,44.66814367091001,1781.0,24.0,2025-11-26,Deportes,4182.695129956049
25,Ana Silva,Santiago,43.12881642430763,574.0,25.0,2025-08-01,Moda,7708.924505158791
25,Ana Silva,Santiago,43.12881642430763,1270.0,25.0,2025-01-06,Hogar,5537.099069667534
25,Ana Silva,Santiago,43.12881642430763,1286.0,25.0,2025-07-05,Hogar,7806.071240786451
25,Ana Silva,Santiago,43.12881642430763,1518.0,25.0,2025-02-03,Moda,7749.643769107943
26,Ignacio Muñoz,Santiago,23.54249819443014,584.0,26.0,2025-04-30,Hogar,6393.065974863391
26,Ignacio Muñoz,Santiago,23.54249819443014,699.0,26.0,2025-11-01,Moda,3592.01839050129
26,Ignacio Muñoz,Santiago,23.54249819443014,848.0,26.0,2025-08-03,Hogar,7093.287994284647
26,Ignacio Muñoz,Santiago,23.54249819443014,1453.0,26.0,2025-07-11,Moda,9756.038277796952
26,Ignacio Muñoz,Santiago,23.54249819443014,1464.0,26.0,2025-11-28,Moda,5280.806465006235
26,Ignacio Muñoz,Santiago,23.54249819443014,1642.0,26.0,2025-01-26,Moda,4214.016032279022
26,Ignacio Muñoz,Santiago,23.54249819443014,1653.0,26.0,2025-07-25,Electrónica,8995.015958023187
26,Ignacio Muñoz,Santiago,23.54249819443014,1976.0,26.0,2025-04-18,Deportes,3277.011074316301
27,Mateo Muñoz,Santiago,46.686729538608816,546.0,27.0,2025-07-30,Hogar,6238.056198760616
27,Mateo Muñoz,Santiago,46.686729538608816,887.0,27.0,2025-01-24,Electrónica,7751.323520761311
28,Ignacio Muñoz,Valparaíso,43.38279614445806,542.0,28.0,2025-01-11,Hogar,4761.698142486918
28,Ignacio Muñoz,Valparaíso,43.38279614445806,898.0,28.0,2025-05-11,Moda,8643.656246153781
28,Ignacio Muñoz,Valparaíso,43.38279614445806,1021.0,28.0,2025-08-15,Moda,5678.217654113229
28,Ignacio Muñoz,Valparaíso,43.38279614445806,1026.0,28.0,2025-05-11,,4823.720915768281
28,Ignacio Muñoz,Valparaíso,43.38279614445806,1267.0,28.0,2025-04-02,Hogar,5173.69154209968
28,Ignacio Muñoz,Valparaíso,43.38279614445806,1983.0,28.0,2025-04-25,Moda,6033.509501542781
29,Lucas Pérez,Concepción,36.22311064847189,858.0,29.0,2025-03-18,Deportes,4225.909800650137
29,Lucas Pérez,Concepción,36.22311064847189,1801.0,29.0,2025-01-27,Deportes,4099.020453218347
29,Lucas Pérez,Concepción,36.22311064847189,1979.0,29.0,2025-06-09,Electrónica,7761.002468589965
30,Daniela Díaz,Valparaíso,,150.0,30.0,2025-02-20,Electrónica,4470.799179391997
30,Daniela Díaz,Valparaíso,,1136.0,30.0,2025-12-10,Electrónica,8204.657928274719
31,Daniela Silva,Santiago,,619.0,31.0,2025-04-30,Hogar,5379.545034316398
31,Daniela Silva,Santiago,,1351.0,31.0,2025-10-21,Electrónica,6146.121934364441
31,Daniela Silva,Santiago,,1411.0,31.0,2025-11-21,Electrónica,2994.260870635843
31,Daniela Silva,Santiago,,1470.0,31.0,2025-02-16,Electrónica,15413.08607530996
31,Daniela Silva,Santiago,,1615.0,31.0,2025-03-28,Electrónica,7027.157418984974
31,Daniela Silva,Santiago,,1889.0,31.0,2025-10-28,Hogar,10481.61956891526
32,Sofía Rojas,Santiago,28.54804907716373,36.0,32.0,2025-02-23,Moda,5845.826120217756
33,Camila Muñoz,Antofagasta,41.51113355950352,279.0,33.0,2025-08-09,Deportes,9417.50028779293
33,Camila Muñoz,Antofagasta,41.51113355950352,1456.0,33.0,2025-02-17,Deportes,2077.913808733492
34,Mateo González,Concepción,,45.0,34.0,2025-09-10,Electrónica,12122.93312955179
34,Mateo González,Concepción,,387.0,34.0,2025-01-17,Moda,4633.948179489358
34,Mateo González,Concepción,,518.0,34.0,2025-06-15,Deportes,5700.400869869485
34,Mateo González,Concepción,,1035.0,34.0,2025-11-11,Electrónica,8696.547057282158
34,Mateo González,Concepción,,1362.0,34.0,2025-03-31,Hogar,4686.79748977749
34,Mateo González,Concepción,,1769.0,34.0,2025-03-09,Hogar,7198.906320189503
35,Mateo González,Concepción,40.25014698343844,,,,,
36,Ana Rojas,Concepción,20.09893365345929,899.0,36.0,2025-03-13,Deportes,5511.283185013272
36,Ana Rojas,Concepción,20.09893365345929,1834.0,36.0,2025-04-29,Deportes,10195.31889888142
36,Ana Rojas,Concepción,20.09893365345929,1953.0,36.0,2025-04-05,Electrónica,3288.073480033136
37,Benjamín Silva,La Serena,32.551176986733815,659.0,37.0,2025-04-25,Hogar,4273.988675492246
37,Benjamín Silva,La Serena,32.551176986733815,1022.0,37.0,2025-10-31,Hogar,3653.67864816474
38,Sofía Díaz,Santiago,36.315773054888105,1215.0,38.0,2025-06-02,Deportes,3108.319948048968
38,Sofía Díaz,Santiago,36.315773054888105,1253.0,38.0,2025-10-22,Moda,5683.786897975739
38,Sofía Díaz,Santiago,36.315773054888105,1911.0,38.0,2025-09-25,Hogar,3229.787043579633
39,Lucas Silva,Santiago,64.341561740707,69.0,39.0,2025-08-22,Deportes,4862.333166522624
39,Lucas Silva,Santiago,64.341561740707,1027.0,39.0,2025-11-06,Hogar,9276.93092781178
39,Lucas Silva,Santiago,64.341561740707,1055.0,39.0,2025-03-16,Moda,6721.359189521992
40,Lucas González,Valparaíso,18.47221213375559,127.0,40.0,2025-08-30,Moda,5837.259390198587
40,Lucas González,Valparaíso,18.47221213375559,217.0,40.0,2025-07-11,Moda,3249.186357281038
40,Lucas González,Valparaíso,18.47221213375559,1571.0,40.0,2025-03-11,Electrónica,9362.576233682932
40,Lucas González,Valparaíso,18.47221213375559,1588.0,40.0,2025-04-19,Hogar,4701.231923734825
41,Ignacio González,Santiago,52.6641747978816,439.0,41.0,2025-02-24,Electrónica,5657.361532389526
41,Ignacio González,Santiago,52.6641747978816,1096.0,41.0,2025-03-28,Hogar,7446.777602050859
41,Ignacio González,Santiago,52.6641747978816,1851.0,41.0,2025-04-03,Electrónica,1749.586087962124
42,Lucas Soto,Antofagasta,36.79810896784736,280.0,42.0,2025-04-25,Deportes,3455.772428230498
42,Lucas Soto,Antofagasta,36.79810896784736,1361.0,42.0,2025-01-06,Deportes,7061.787510509199
43,Camila González,Valparaíso,39.93406301619156,7.0,43.0,2025-07-17,Deportes,3869.951147944768
43,Camila González,Valparaíso,39.93406301619156,246.0,43.0,2025-02-28,Deportes,4029.425619675419
43,Camila González,Valparaíso,39.93406301619156,431.0,43.0,2025-10-30,,3911.042655643971
43,Camila González,Valparaíso,39.93406301619156,678.0,43.0,2025-02-12,Deportes,4889.861066742712
43,Camila González,Valparaíso,39.93406301619156,1122.0,43.0,2025-01-01,Moda,4982.164151819005
43,Camila González,Valparaíso,39.93406301619156,1256.0,43.0,2025-10-11,Electrónica,5083.095056455327
43,Camila González,Valparaíso,39.93406301619156,1328.0,43.0,2025-10-03,Hogar,4001.101513610575
43,Camila González,Valparaíso,39.93406301619156,7.0,43.0,2025-07-17,Deportes,3869.951147944768
44,Ignacio González,La Serena,36.42017496065846,196.0,44.0,2025-03-06,Moda,4874.582416654517
44,Ignacio González,La Serena,36.42017496065846,728.0,44.0,2025-12-02,Hogar,7446.110644143107
44,Ignacio González,La Serena,36.42017496065846,753.0,44.0,2025-05-26,Hogar,1591.744467848798
44,Ignacio González,La Serena,36.42017496065846,881.0,44.0,2025-12-01,Hogar,4789.492302737831
45,Mateo Rojas,Antofagasta,40.3367218183428,1.0,45.0,2025-02-12,Moda,25000.0
45,Mateo Rojas,Antofagasta,40.3367218183428,1531.0,45.0,2025-08-05,Deportes,7705.91202730344
45,Mateo Rojas,Antofagasta,40.3367218183428,1543.0,45.0,2025-11-16,Deportes,7699.567627474101
45,Mateo Rojas,Antofagasta,40.3367218183428,1721.0,45.0,2025-05-07,Deportes,11010.46833599965
45,Mateo Rojas,Antofagasta,40.3367218183428,1809.0,45.0,2025-06-17,Moda,6331.683405444822
45,Mateo Rojas,Antofagasta,40.3367218183428,1931.0,45.0,2025-04-12,Moda,5113.557001871792
45,Mateo Rojas,Antofagasta,40.3367218183428,1.0,45.0,2025-02-12,Moda,25000.0
46,Camila Silva,Valparaíso,33.15577874765579,133.0,46.0,2025-06-17,Electrónica,4146.428606987275
46,Camila Silva,Valparaíso,33.15577874765579,172.0,46.0,2025-03-30,Electrónica,12086.00335206338
46,Camila Silva,Valparaíso,33.15577874765579,359.0,46.0,2025-05-11,Hogar,5113.139772868406
46,Camila Silva,Valparaíso,33.15577874765579,695.0,46.0,2025-01-23,Hogar,13020.2859856307
46,Camila Silva,Valparaíso,33.15577874765579,826.0,46.0,2025-02-25,Moda,9127.032367457417
46,Camila Silva,Valparaíso,33.15577874765579,910.0,46.0,2025-08-16,Hogar,3238.170401428386
46,Camila Silva,Valparaíso,33.15577874765579,1633.0,46.0,2025-12-03,Hogar,5423.387855618401
47,Ignacio Pérez,Antofagasta,52.4486021774895,33.0,47.0,2025-11-14,Hogar,3678.669305503653
47,Ignacio Pérez,Antofagasta,52.4486021774895,581.0,47.0,2025-08-04,Hogar,7596.548204625832
47,Ignacio Pérez,Antofagasta,52.4486021774895,951.0,47.0,2025-12-05,Moda,5083.04209813441
48,Camila González,Concepción,29.52234626930333,10.0,48.0,2025-05-09,Hogar,3727.295149016292
48,Camila González,Concepción,29.52234626930333,243.0,48.0,2025-07-11,Electrónica,5028.223523981789
48,Camila González,Concepción,29.52234626930333,376.0,48.0,2025-01-04,Moda,3485.437091535834
48,Camila González,Concepción,29.52234626930333,674.0,48.0,2025-10-11,Hogar,3606.438213121617
48,Camila González,Concepción,29.52234626930333,700.0,48.0,2025-11-04,Deportes,4958.758300682728
48,Camila González,Concepción,29.52234626930333,791.0,48.0,2025-01-23,Electrónica,7952.410188553634
48,Camila González,Concepción,29.52234626930333,977.0,48.0,2025-06-26,Moda,7080.242900603004
48,Camila González,Concepción,29.52234626930333,1690.0,48.0,2025-10-18,Deportes,4480.977463634743
48,Camila González,Concepción,29.52234626930333,10.0,48.0,2025-05-09,Hogar,3727.295149016292
49,Ana Soto,Antofagasta,48.586814866150974,87.0,49.0,2025-04-04,Electrónica,6510.73862047125
49,Ana Soto,Antofagasta,48.586814866150974,218.0,49.0,2025-01-01,Hogar,4435.217635448331
49,Ana Soto,Antofagasta,48.586814866150974,1842.0,49.0,2025-06-26,,2574.355411385694
50,Mateo Soto,Santiago,27.26759455744373,588.0,50.0,2025-08-26,Hogar,4398.316091073155
50,Mateo Soto,Santiago,27.26759455744373,891.0,50.0,2025-10-25,Electrónica,3291.465149614359
50,Mateo Soto,Santiago,27.26759455744373,1738.0,50.0,2025-06-14,Deportes,2302.365014104537
50,Mateo Soto,Santiago,27.26759455744373,1788.0,50.0,2025-12-08,Deportes,2524.588187212519
51,Daniela Soto,Valparaíso,34.276977843184554,580.0,51.0,2025-05-31,Electrónica,4662.028704651108
51,Daniela Soto,Valparaíso,34.276977843184554,1289.0,51.0,2025-10-16,Moda,5544.11157603759
51,Daniela Soto,Valparaíso,34.276977843184554,1436.0,51.0,2025-05-18,Deportes,3254.234096462315
51,Daniela Soto,Valparaíso,34.276977843184554,1880.0,51.0,2025-12-01,Deportes,8862.931497371601
52,Sofía Silva,Valparaíso,22.13644937251737,258.0,52.0,2025-05-02,Moda,8382.21750897198
52,Sofía Silva,Valparaíso,22.13644937251737,1359.0,52.0,2025-10-11,Electrónica,5284.231951363246
52,Sofía Silva,Valparaíso,22.13644937251737,1450.0,52.0,2025-06-26,Electrónica,2726.888304272813
53,Mateo Muñoz,Santiago,40.46028464417024,460.0,53.0,2025-11-25,Deportes,7794.557780108286
53,Mateo Muñoz,Santiago,40.46028464417024,516.0,53.0,2025-03-04,Electrónica,4157.97177046063
53,Mateo Muñoz,Santiago,40.46028464417024,1166.0,53.0,2025-07-28,Hogar,5713.646961588581
53,Mateo Muñoz,Santiago,40.46028464417024,1730.0,53.0,2025-05-06,Moda,3285.007925483482
53,Mateo Muñoz,Santiago,40.46028464417024,1827.0,53.0,2025-08-20,Moda,2383.258684690763
54,Sofía Silva,Santiago,52.34151148311841,171.0,54.0,2025-12-08,Moda,5401.68285242846
54,Sofía Silva,Santiago,52.34151148311841,322.0,54.0,2025-12-03,Hogar,2998.771087816764
54,Sofía Silva,Santiago,52.34151148311841,583.0,54.0,2025-09-05,Moda,2613.441308064271
54,Sofía Silva,Santiago,52.34151148311841,818.0,54.0,2025-02-16,Hogar,4534.461667570404
54,Sofía Silva,Santiago,52.34151148311841,1227.0,54.0,2025-05-27,Deportes,2746.210612359353
54,Sofía Silva,Santiago,52.34151148311841,1855.0,54.0,2025-06-30,Deportes,5875.483822731571
55,Lucas Rojas,Antofagasta,34.07172584214975,310.0,55.0,2025-06-12,Moda,6052.565334104624
55,Lucas Rojas,Antofagasta,34.07172584214975,480.0,55.0,2025-10-29,Hogar,4537.563951444875
55,Lucas Rojas,Antofagasta,34.07172584214975,1272.0,55.0,2025-07-25,Electrónica,3468.101760190037
56,Mateo Soto,Concepción,32.637371615553086,808.0,56.0,2025-08-29,Moda,4039.133150170976
56,Mateo Soto,Concepción,32.637371615553086,1466.0,56.0,2025-03-29,Electrónica,5016.013648168368
56,Mateo Soto,Concepción,32.637371615553086,1489.0,56.0,2025-07-14,Moda,4306.221019527929
56,Mateo Soto,Concepción,32.637371615553086,1538.0,56.0,2025-10-30,Moda,4466.620666361835
56,Mateo Soto,Concepción,32.637371615553086,1816.0,56.0,2025-11-20,Moda,4193.989827950234
56,Mateo Soto,Concepción,32.637371615553086,1867.0,56.0,2025-06-16,Moda,8184.398121106222
57,Camila Pérez,Santiago,21.62459644318488,501.0,57.0,2025-04-15,Hogar,5182.434981041049
57,Camila Pérez,Santiago,21.62459644318488,873.0,57.0,2025-03-05,Electrónica,10796.65460381688
57,Camila Pérez,Santiago,21.62459644318488,1484.0,57.0,2025-09-26,Moda,4462.897908447861
57,Camila Pérez,Santiago,21.62459644318488,1579.0,57.0,2025-02-11,Deportes,5755.812540127604
58,Sofía Soto,Santiago,32.2484881573723,120.0,58.0,2025-04-15,Moda,5114.279806675679
58,Sofía Soto,Santiago,32.2484881573723,365.0,58.0,2025-03-25,Electrónica,4487.425426364242
58,Sofía Soto,Santiago,32.2484881573723,538.0,58.0,2025-06-24,Moda,6792.507004471918
58,Sofía Soto,Santiago,32.2484881573723,1020.0,58.0,2025-03-30,Hogar,5244.01530347824
58,Sofía Soto,Santiago,32.2484881573723,1216.0,58.0,2025-09-14,Hogar,7653.183522284722
58,Sofía Soto,Santiago,32.2484881573723,1321.0,58.0,2025-11-16,Hogar,3179.24369391491
59,Benjamín Pérez,Santiago,,726.0,59.0,2025-05-14,Electrónica,8187.293749617841
60,Lucas Pérez,Santiago,24.045464159374077,198.0,60.0,2025-02-18,Deportes,3563.489549412656
60,Lucas Pérez,Santiago,24.045464159374077,313.0,60.0,2025-06-20,Moda,4589.301966132828
60,Lucas Pérez,Santiago,24.045464159374077,497.0,60.0,2025-03-11,Hogar,4255.332241824838
60,Lucas Pérez,Santiago,24.045464159374077,724.0,60.0,2025-08-06,Electrónica,2459.780447334271
60,Lucas Pérez,Santiago,24.045464159374077,778.0,60.0,2025-02-03,Electrónica,9978.225082735398
60,Lucas Pérez,Santiago,24.045464159374077,946.0,60.0,2025-11-08,Moda,3995.858255323275
60,Lucas Pérez,Santiago,24.045464159374077,1050.0,60.0,2025-04-12,Deportes,4496.475506443981
60,Lucas Pérez,Santiago,24.045464159374077,1343.0,60.0,2025-11-11,Hogar,4879.626551237126
60,Lucas Pérez,Santiago,24.045464159374077,1946.0,60.0,2025-04-04,Moda,6464.752775436848
61,Ignacio Pérez,Antofagasta,37.721432553309626,418.0,61.0,2025-09-16,Electrónica,4775.633965831925
61,Ignacio Pérez,Antofagasta,37.721432553309626,784.0,61.0,2025-02-26,Moda,13366.28317026176
61,Ignacio Pérez,Antofagasta,37.721432553309626,863.0,61.0,2025-02-27,Moda,6830.417215509736
61,Ignacio Pérez,Antofagasta,37.721432553309626,1157.0,61.0,2025-03-22,Electrónica,8130.568757892855
61,Ignacio Pérez,Antofagasta,37.721432553309626,1619.0,61.0,2025-07-17,Deportes,4857.252636325605
61,Ignacio Pérez,Antofagasta,37.721432553309626,1876.0,61.0,2025-05-19,Moda,3395.468951392164
62,Mateo Soto,Valparaíso,50.82815837289675,386.0,62.0,2025-02-13,Moda,9036.055764664365
62,Mateo Soto,Valparaíso,50.82815837289675,436.0,62.0,2025-06-02,Deportes,2282.108218671747
62,Mateo Soto,Valparaíso,50.82815837289675,783.0,62.0,2025-03-25,Hogar,4551.139557434381
62,Mateo Soto,Valparaíso,50.82815837289675,1238.0,62.0,2025-01-03,Deportes,5175.518083655243
63,Sofía Soto,Santiago,68.71053033475404,874.0,63.0,2025-09-30,Hogar,2569.458959379247
63,Sofía Soto,Santiago,68.71053033475404,1605.0,63.0,2025-01-27,Hogar,3592.68790247676
63,Sofía Soto,Santiago,68.71053033475404,1928.0,63.0,2025-10-23,Deportes,5691.224747973351
64,Daniela González,Concepción,,157.0,64.0,2025-07-14,Deportes,6098.087065452751
64,Daniela González,Concepción,,221.0,64.0,2025-01-19,Deportes,5104.473137019816
64,Daniela González,Concepción,,759.0,64.0,2025-08-12,Moda,3168.806979125124
64,Daniela González,Concepción,,1610.0,64.0,2025-04-24,Electrónica,8688.058691687647
64,Daniela González,Concepción,,1630.0,64.0,2025-03-01,Deportes,5657.82110812191
64,Daniela González,Concepción,,1805.0,64.0,2025-12-08,Hogar,2446.717364419791
